id,target
0,0.03143
1,0.05201
2,0.03748
3,0.02721
4,0.01796
5,0.02197
6,0.04016
8,0.01537
10,0.04781
11,0.02520
12,0.02316
14,0.02059
15,0.07384
18,0.02912
21,0.03843
23,0.03722
24,0.02162
25,0.04653
27,0.04163
29,0.04837
30,0.02208
31,0.07492
32,0.04582
33,0.04002
37,0.05101
38,0.05355
39,0.06596
40,0.02256
41,0.04532
42,0.03953
44,0.02164
45,0.04113
47,0.05129
49,0.02523
51,0.02905
52,0.02383
53,0.02769
54,0.04415
55,0.01679
56,0.02227
57,0.08248
59,0.03360
60,0.05921
62,0.02158
63,0.05208
67,0.03840
68,0.01953
69,0.08955
70,0.02898
71,0.03823
73,0.04553
75,0.03810
76,0.03140
81,0.03361
82,0.03048
83,0.03580
86,0.04794
87,0.04886
88,0.02629
91,0.07901
92,0.05536
94,0.03523
97,0.02386
100,0.02895
102,0.03736
103,0.02186
105,0.03120
106,0.05370
108,0.02039
113,0.05046
114,0.04249
115,0.03484
118,0.03416
122,0.02028
124,0.05796
126,0.04302
128,0.04292
129,0.06078
130,0.04083
131,0.02726
132,0.03901
133,0.02390
134,0.05259
135,0.04296
136,0.01842
139,0.01756
140,0.02517
141,0.04744
146,0.02726
148,0.04589
151,0.02435
152,0.04800
154,0.02005
157,0.03028
158,0.01495
159,0.06278
161,0.02347
164,0.02650
165,0.05117
167,0.03381
168,0.04993
169,0.03700
171,0.03787
172,0.05359
173,0.02528
174,0.03242
175,0.05018
176,0.04023
178,0.03449
179,0.02224
180,0.02823
181,0.03787
182,0.05946
183,0.05882
184,0.03618
185,0.03999
187,0.04205
188,0.01993
190,0.01928
191,0.02996
192,0.03867
195,0.02157
196,0.02774
198,0.03457
201,0.03235
202,0.03981
203,0.02133
204,0.02149
207,0.02891
213,0.03219
219,0.02948
220,0.03517
222,0.05115
226,0.01634
228,0.05185
230,0.02959
231,0.02932
232,0.03473
233,0.03193
234,0.01665
236,0.02831
237,0.03218
238,0.04958
240,0.03842
241,0.01532
242,0.06035
243,0.02360
245,0.03677
246,0.03721
247,0.02724
249,0.04554
250,0.04057
251,0.01575
252,0.02764
