id,target
0,0.03277
1,0.03978
2,0.03667
3,0.03062
4,0.03004
5,0.03071
6,0.03634
8,0.03296
10,0.04465
11,0.03335
12,0.03270
14,0.03139
15,0.04229
18,0.03703
21,0.04097
23,0.04182
24,0.03722
25,0.03819
27,0.04775
29,0.03767
30,0.03566
31,0.03761
32,0.04466
33,0.03890
37,0.03209
38,0.03401
39,0.04895
40,0.03507
41,0.03659
42,0.03560
44,0.03178
45,0.03682
47,0.03252
49,0.03130
51,0.03662
52,0.03251
53,0.03624
54,0.04909
55,0.03539
56,0.03687
57,0.04499
59,0.04664
60,0.03853
62,0.03086
63,0.05498
67,0.03976
68,0.02930
69,0.04890
70,0.03795
71,0.04100
73,0.03769
75,0.03970
76,0.03169
81,0.02926
82,0.03853
83,0.03263
86,0.03229
87,0.03695
88,0.03274
91,0.04068
92,0.03823
94,0.03231
97,0.03796
100,0.03860
102,0.03668
103,0.03299
105,0.03779
106,0.04715
108,0.03726
113,0.04917
114,0.03748
115,0.03568
118,0.04138
122,0.02995
124,0.03159
126,0.03359
128,0.03712
129,0.03803
130,0.04389
131,0.04645
132,0.04514
133,0.03012
134,0.04642
135,0.04198
136,0.03290
139,0.03393
140,0.03738
141,0.04069
146,0.03391
148,0.03598
151,0.03031
152,0.04382
154,0.03323
157,0.03482
158,0.02953
159,0.04456
161,0.03693
164,0.03720
165,0.04657
167,0.03640
168,0.04036
169,0.03819
171,0.03715
172,0.04342
173,0.03073
174,0.03716
175,0.03839
176,0.04202
178,0.03645
179,0.03331
180,0.03090
181,0.02800
182,0.04166
183,0.03886
184,0.04698
185,0.03538
187,0.02964
188,0.03391
190,0.03479
191,0.03586
192,0.05632
195,0.03592
196,0.04077
198,0.03890
201,0.03247
202,0.03486
203,0.03442
204,0.03148
207,0.03546
213,0.04627
219,0.03272
220,0.03779
222,0.04092
226,0.03443
228,0.04898
230,0.03829
231,0.03410
232,0.04092
233,0.03816
234,0.02838
236,0.04111
237,0.03612
238,0.04458
240,0.03747
241,0.03099
242,0.03911
243,0.03575
245,0.03818
246,0.05238
247,0.03419
249,0.05156
250,0.03951
251,0.03055
252,0.04175
253,0.03172
254,0.03801
255,0.04970
256,0.03798
257,0.03537
258,0.04195
259,0.04835
260,0.02730
262,0.02991
267,0.03485
268,0.03198
270,0.03032
272,0.03704
273,0.03287
274,0.04267
275,0.04060
276,0.03376
277,0.03597
278,0.04142
279,0.04526
281,0.04146
282,0.03436
283,0.03997
287,0.03635
288,0.04139
289,0.03987
290,0.03682
291,0.03999
292,0.05305
293,0.03851
294,0.03502
295,0.03293
296,0.05272
297,0.03357
298,0.03761
299,0.04291
300,0.04082
303,0.04272
304,0.03942
308,0.03083
314,0.04612
315,0.03966
317,0.03459
318,0.04959
320,0.04521
322,0.03921
323,0.03776
327,0.04296
329,0.04477
331,0.03560
332,0.05300
333,0.04135
334,0.03444
335,0.03217
336,0.03866
337,0.04451
341,0.04236
343,0.03215
345,0.04378
347,0.03309
348,0.03202
349,0.03429
352,0.03631
353,0.03021
354,0.03966
355,0.03317
356,0.04401
357,0.03771
358,0.03409
359,0.03503
361,0.03477
362,0.03919
365,0.03741
366,0.04104
368,0.03903
369,0.03463
371,0.03209
373,0.03534
376,0.03465
377,0.04221
379,0.03740
381,0.03382
382,0.03826
383,0.03518
384,0.03596
385,0.03955
386,0.04002
387,0.03857
388,0.04492
390,0.03925
391,0.03490
392,0.04126
393,0.04512
394,0.03442
396,0.03908
400,0.03405
402,0.05787
403,0.03371
405,0.03438
407,0.03915
409,0.04439
411,0.03512
412,0.03153
414,0.05928
415,0.03610
416,0.02860
418,0.03513
419,0.03725
421,0.02952
422,0.05549
423,0.04171
424,0.04372
426,0.02995
427,0.04665
428,0.04042
436,0.03847
438,0.03758
442,0.03571
443,0.03430
445,0.03667
446,0.03677
447,0.03149
450,0.04422
452,0.03273
453,0.03869
455,0.03616
458,0.05348
459,0.02967
461,0.03911
463,0.02978
467,0.05358
470,0.04098
471,0.04366
472,0.03149
476,0.04386
477,0.03674
481,0.03845
482,0.04127
483,0.04815
485,0.03686
487,0.03764
488,0.03423
490,0.04264
492,0.03902
494,0.04840
497,0.04458
499,0.03846
500,0.03922
501,0.03396
503,0.03572
505,0.03403
506,0.03837
507,0.04041
509,0.04430
510,0.03725
511,0.04211
512,0.03043
514,0.04296
515,0.03032
516,0.03666
517,0.04951
519,0.04064
520,0.04696
521,0.03237
522,0.03766
523,0.03761
527,0.04114
530,0.04146
532,0.03575
534,0.03333
536,0.04484
539,0.03230
543,0.03250
547,0.03965
550,0.04127
551,0.04410
552,0.03485
553,0.04643
555,0.03461
556,0.03861
557,0.03144
558,0.04176
559,0.03263
560,0.03485
561,0.03775
565,0.03787
566,0.03529
567,0.03496
571,0.03458
572,0.03619
574,0.03207
575,0.03174
576,0.04150
577,0.04489
578,0.03377
579,0.04038
581,0.02504
587,0.03357
589,0.03323
590,0.04756
591,0.03642
592,0.04082
593,0.03419
594,0.04744
595,0.05125
596,0.02966
597,0.03438
598,0.04868
600,0.03276
602,0.02907
605,0.03452
606,0.04167
607,0.03833
612,0.02736
613,0.03874
614,0.03187
615,0.04034
616,0.04214
617,0.03486
618,0.04952
620,0.03208
621,0.03130
622,0.03162
623,0.03672
628,0.03483
631,0.03789
632,0.03034
633,0.03685
634,0.04039
635,0.05108
637,0.04243
638,0.04946
640,0.04543
643,0.03798
644,0.06047
645,0.04290
646,0.03410
649,0.03719
651,0.04037
653,0.02882
654,0.04237
655,0.05121
656,0.03344
658,0.04397
659,0.02841
661,0.04110
662,0.03851
663,0.05066
664,0.05775
665,0.03784
667,0.03461
668,0.03761
671,0.03909
673,0.03929
674,0.04948
675,0.03032
676,0.03794
677,0.03093
678,0.03378
679,0.04224
680,0.03281
681,0.04747
682,0.04075
683,0.03722
684,0.03615
686,0.03916
687,0.04463
688,0.04454
690,0.03146
691,0.03824
692,0.04982
693,0.03629
694,0.03769
695,0.03290
696,0.03522
698,0.04062
699,0.03306
702,0.03930
703,0.02553
705,0.04217
706,0.04246
707,0.03606
708,0.03481
709,0.04982
710,0.05589
713,0.04625
714,0.03765
715,0.04360
716,0.04334
717,0.04393
718,0.03655
719,0.03157
720,0.03865
721,0.03611
723,0.04351
724,0.04187
726,0.03324
728,0.05345
730,0.03033
732,0.03255
734,0.02927
735,0.03642
737,0.02993
738,0.03650
741,0.03834
742,0.03443
743,0.03768
746,0.03753
747,0.03884
749,0.04058
750,0.04793
752,0.04011
755,0.04215
757,0.03393
758,0.03566
759,0.03400
765,0.03741
766,0.02960
767,0.04741
768,0.03380
769,0.04160
770,0.03095
771,0.03557
772,0.02956
773,0.04925
775,0.03671
776,0.03917
778,0.03517
779,0.04303
780,0.03920
782,0.03687
783,0.04266
784,0.03723
785,0.03376
786,0.03584
788,0.04217
789,0.03434
792,0.04380
793,0.03018
794,0.03965
797,0.04575
798,0.02936
799,0.04079
800,0.04012
801,0.04689
802,0.04388
805,0.03466
807,0.03563
808,0.03153
811,0.03722
813,0.03285
814,0.03963
815,0.05430
816,0.04361
817,0.03403
819,0.02856
821,0.03129
823,0.03365
825,0.04071
826,0.02902
827,0.02910
828,0.03074
830,0.04193
831,0.04786
833,0.02983
834,0.06071
835,0.04454
836,0.03518
837,0.03905
838,0.05263
840,0.03177
842,0.03199
844,0.03842
845,0.04898
847,0.04078
848,0.04536
850,0.03085
851,0.03875
852,0.04962
853,0.05601
855,0.03048
856,0.04617
857,0.04212
859,0.04146
860,0.04251
862,0.04622
863,0.04519
864,0.03632
867,0.03440
868,0.03451
869,0.02977
871,0.03803
873,0.04367
875,0.04100
876,0.04025
877,0.03200
879,0.05639
880,0.04171
883,0.03663
884,0.03320
885,0.03491
886,0.03802
887,0.03674
888,0.03142
891,0.04043
893,0.03384
895,0.06798
897,0.03463
898,0.05086
901,0.03635
902,0.03514
904,0.04256
905,0.03409
907,0.04481
908,0.03903
909,0.03911
910,0.03077
911,0.03149
913,0.03854
914,0.03791
915,0.04911
916,0.03226
917,0.04877
919,0.03855
920,0.03377
923,0.03711
924,0.03293
925,0.03769
926,0.04058
928,0.03107
929,0.02731
932,0.04171
935,0.03705
936,0.04832
937,0.03780
938,0.03751
939,0.03620
940,0.03682
941,0.03374
944,0.04198
945,0.03081
946,0.03946
947,0.03427
949,0.03605
950,0.03154
952,0.03575
953,0.03998
955,0.03241
956,0.03074
957,0.03502
960,0.04754
961,0.03569
962,0.03172
963,0.03524
964,0.04301
967,0.03507
975,0.03701
976,0.04107
977,0.03212
978,0.04268
980,0.03427
985,0.04423
986,0.04949
987,0.03014
989,0.03319
992,0.03656
994,0.04136
995,0.03417
996,0.03322
997,0.04483
998,0.03312
999,0.04436
1000,0.03978
1004,0.03538
1005,0.05084
1006,0.03336
1007,0.05915
1010,0.03361
1011,0.04590
1012,0.03030
1013,0.03970
1014,0.03384
1016,0.04894
1018,0.04378
1019,0.03193
1020,0.03580
1022,0.04105
1023,0.03610
1024,0.03304
1025,0.03625
1029,0.04482
1031,0.03295
1032,0.02706
1033,0.03181
1034,0.04673
1035,0.04398
1036,0.03573
1037,0.03213
1038,0.03988
1039,0.03720
1041,0.03194
1043,0.03927
1049,0.05386
1050,0.05312
1051,0.03768
1052,0.03730
1053,0.03718
1054,0.04260
1056,0.04976
1057,0.04860
1060,0.04170
1061,0.03221
1062,0.03183
1063,0.04015
1064,0.05170
1065,0.03064
1066,0.05778
1068,0.04233
1073,0.04621
1075,0.03014
1079,0.03465
1081,0.03791
1083,0.05548
1085,0.03492
1086,0.03842
1087,0.03250
1088,0.03176
1089,0.04589
1090,0.04320
1091,0.04074
1092,0.04091
1095,0.04148
1098,0.04213
1099,0.03644
1100,0.04902
1101,0.04805
1103,0.04798
1104,0.04538
1106,0.03445
1107,0.03623
1108,0.05119
1109,0.03722
1113,0.03942
1114,0.04577
1116,0.03554
1117,0.03692
1118,0.03722
1119,0.04832
1120,0.03843
1121,0.03872
1122,0.04162
1123,0.03616
1125,0.03104
1126,0.03508
1127,0.02854
1128,0.04397
1129,0.03593
1130,0.04766
1132,0.03905
1133,0.04844
1136,0.02972
1137,0.03828
1140,0.04117
1142,0.03611
1144,0.04385
1145,0.03980
1146,0.03512
1148,0.04389
1150,0.03304
1151,0.03545
1153,0.04494
1154,0.03689
1155,0.03755
1156,0.04333
1157,0.03751
1158,0.03864
1160,0.02565
1161,0.04586
1167,0.03710
1168,0.03066
1170,0.04010
1171,0.03597
1173,0.03756
1174,0.03835
1175,0.04141
1176,0.03380
1177,0.03036
1178,0.04351
1179,0.03506
1180,0.03514
1181,0.03684
1182,0.03646
1183,0.03892
1185,0.03559
1188,0.03459
1189,0.02768
1190,0.04975
1191,0.03757
1192,0.04017
1194,0.03165
1197,0.04073
1198,0.04005
1199,0.03551
1200,0.03185
1203,0.05746
1204,0.03858
1207,0.03338
1208,0.04509
1209,0.04139
1210,0.05131
1211,0.03610
1213,0.03253
1214,0.03816
1215,0.03563
1216,0.05673
1217,0.03772
1218,0.03803
1219,0.03769
1223,0.03586
1225,0.03317
1226,0.03445
1228,0.04179
1229,0.03615
1231,0.03966
1232,0.05717
1233,0.03819
1235,0.03541
1238,0.03222
1239,0.04005
1240,0.03676
1241,0.03455
1242,0.03965
1243,0.03419
1244,0.03084
1246,0.04955
1249,0.04019
1250,0.02563
1252,0.03297
1254,0.03624
1255,0.03164
1256,0.03136
1257,0.03189
1258,0.03930
1259,0.04827
1260,0.03902
1262,0.03258
1263,0.02990
1264,0.03575
1265,0.04468
1266,0.02835
1269,0.04148
1270,0.03998
1271,0.02741
1272,0.04798
1273,0.03341
1274,0.03505
1277,0.03184
1278,0.03070
1281,0.03503
1282,0.04178
1283,0.02998
1284,0.03645
1285,0.04744
1286,0.04691
1289,0.03525
1291,0.03359
1292,0.04403
1293,0.04865
1294,0.04452
1295,0.04532
1297,0.03087
1298,0.03596
1301,0.03934
1304,0.04823
1305,0.03045
1307,0.04521
1308,0.04005
1309,0.05112
1313,0.05165
1314,0.03933
1316,0.03468
1317,0.03701
1318,0.04388
1320,0.03942
1321,0.02855
1322,0.03405
1323,0.03845
1325,0.03858
1330,0.03173
1331,0.03347
1334,0.03337
1337,0.03589
1339,0.04199
1340,0.03715
1341,0.03700
1343,0.03823
1344,0.03338
1347,0.03505
1348,0.03887
1350,0.03023
1351,0.03251
1355,0.03405
1356,0.04266
1357,0.03681
1358,0.03499
1360,0.03754
1363,0.03566
1364,0.03269
1366,0.03251
1367,0.04386
1368,0.04160
1369,0.04101
1370,0.03600
1375,0.03176
1376,0.02890
1378,0.04592
1379,0.03873
1380,0.04024
1384,0.02491
1385,0.03603
1386,0.04675
1388,0.03428
1389,0.02969
1391,0.04265
1392,0.03243
1393,0.03769
1395,0.03638
1396,0.03794
1399,0.03593
1400,0.03978
1401,0.03394
1404,0.03940
1405,0.03554
1406,0.04990
1407,0.02835
1409,0.03677
1411,0.03485
1414,0.04364
1415,0.03663
1416,0.03697
1418,0.04862
1419,0.03121
1420,0.03223
1422,0.04199
1424,0.03818
1426,0.03936
1427,0.03680
1428,0.03907
1429,0.04449
1431,0.03136
1432,0.04186
1434,0.04512
1435,0.03480
1439,0.03822
1440,0.03933
1441,0.03731
1442,0.03624
1446,0.03896
1447,0.04085
1451,0.03721
1452,0.03160
1454,0.04012
1457,0.03123
1458,0.04078
1459,0.03835
1461,0.03731
1462,0.03622
1465,0.05679
1468,0.04218
1470,0.03373
1471,0.03744
1472,0.03206
1476,0.03836
1482,0.03113
1485,0.04239
1486,0.04619
1487,0.04500
1489,0.04534
1492,0.03238
1494,0.04183
1495,0.03392
1497,0.03140
1499,0.03503
1500,0.03480
1501,0.03475
1505,0.04900
1507,0.03851
1509,0.05062
1511,0.03262
1513,0.03083
1514,0.03121
1515,0.04694
1517,0.05528
1520,0.05499
1522,0.03309
1523,0.03129
1524,0.05314
1526,0.04700
1527,0.03086
1528,0.03894
1531,0.03101
1533,0.04101
1534,0.03829
1535,0.04742
1538,0.03563
1541,0.04722
1542,0.04491
1543,0.03736
1546,0.03698
1548,0.03844
1549,0.04436
1550,0.03140
1551,0.03796
1553,0.04275
1558,0.04145
1560,0.03282
1561,0.03199
1562,0.03799
1565,0.03777
1566,0.03556
1567,0.02728
1568,0.03809
1569,0.04008
1570,0.03725
1573,0.03311
1576,0.03484
1577,0.03259
1579,0.04376
1580,0.05357
1581,0.03633
1584,0.03801
1586,0.03051
1587,0.03715
1590,0.03690
1591,0.03210
1594,0.04734
1595,0.02802
1596,0.03138
1601,0.03585
1605,0.04449
1607,0.04682
1608,0.03343
1610,0.03768
1611,0.04249
1612,0.03624
1616,0.04395
1617,0.04019
1618,0.03488
1620,0.03587
1621,0.03496
1623,0.03512
1624,0.03888
1625,0.04027
1626,0.04071
1628,0.04255
1630,0.04428
1632,0.03625
1633,0.04692
1635,0.03948
1637,0.03620
1638,0.04104
1639,0.04601
1640,0.03624
1643,0.04338
1644,0.04235
1645,0.03801
1647,0.03090
1649,0.02934
1651,0.03511
1652,0.03270
1654,0.03579
1655,0.03263
1656,0.04945
1658,0.04310
1660,0.03254
1661,0.03551
1662,0.03912
1663,0.03329
1664,0.03622
1665,0.05159
1668,0.04497
1669,0.03279
1673,0.03871
1674,0.05224
1675,0.02742
1676,0.03343
1677,0.03474
1679,0.03514
1682,0.04452
1683,0.03827
1685,0.04446
1687,0.03181
1689,0.03796
1690,0.03611
1694,0.03776
1696,0.03782
1697,0.03359
1699,0.04404
1700,0.04274
1701,0.02823
1702,0.03438
1704,0.03742
1705,0.04108
1708,0.03941
1710,0.03448
1712,0.02611
1719,0.03606
1720,0.03325
1722,0.03845
1723,0.03835
1724,0.04497
1725,0.03960
1726,0.04760
1727,0.03728
1728,0.03675
1732,0.03982
1733,0.05051
1734,0.03926
1735,0.04632
1739,0.03765
1740,0.03319
1741,0.04362
1742,0.03774
1743,0.03789
1744,0.04566
1746,0.03776
1750,0.05477
1753,0.03666
1755,0.03207
1758,0.03712
1760,0.03069
1763,0.03650
1765,0.02996
1766,0.03787
1769,0.03881
1771,0.03813
1772,0.03278
1775,0.03934
1776,0.02962
1778,0.03436
1780,0.03740
1781,0.03314
1783,0.03305
1785,0.02801
1788,0.03825
1791,0.04810
1793,0.03790
1794,0.03453
1796,0.02933
1797,0.03613
1798,0.05014
1800,0.05956
1803,0.03960
1804,0.03563
1810,0.03178
1812,0.03632
1813,0.03830
1816,0.03558
1817,0.03624
1818,0.03747
1819,0.03901
1820,0.03119
1821,0.03322
1822,0.02748
1823,0.02841
1826,0.03085
1827,0.04172
1828,0.03609
1829,0.03195
1830,0.03826
1831,0.04031
1834,0.02925
1836,0.03520
1839,0.04277
1841,0.02895
1846,0.03768
1847,0.03002
1850,0.04685
1852,0.04152
1853,0.04639
1854,0.04741
1855,0.03676
1857,0.03702
1858,0.03779
1860,0.04207
1863,0.04264
1866,0.03955
1868,0.04167
1869,0.04268
1870,0.02911
1874,0.02843
1875,0.03013
1877,0.03854
1878,0.02972
1879,0.03546
1881,0.03854
1882,0.04840
1885,0.03153
1886,0.04085
1887,0.04856
1888,0.03009
1889,0.03515
1890,0.03802
1891,0.04332
1892,0.03597
1894,0.03956
1895,0.05579
1896,0.04817
1897,0.03461
1898,0.04480
1901,0.03235
1904,0.03329
1905,0.04936
1906,0.03137
1907,0.04577
1908,0.04519
1910,0.03733
1911,0.03967
1914,0.04000
1916,0.03064
1919,0.04073
1920,0.05403
1921,0.03631
1922,0.03917
1923,0.03806
1924,0.04196
1926,0.03328
1928,0.03015
1929,0.04000
1931,0.03512
1932,0.03445
1933,0.03154
1934,0.03580
1935,0.03528
1936,0.04685
1937,0.04068
1939,0.03491
1940,0.05043
1942,0.04117
1944,0.03634
1945,0.03612
1946,0.04714
1947,0.03614
1948,0.04026
1954,0.03852
1955,0.05189
1956,0.03659
1958,0.03030
1961,0.03613
1963,0.02934
1967,0.03936
1968,0.03084
1970,0.03057
1971,0.03339
1973,0.04740
1979,0.04244
1980,0.04745
1982,0.02691
1984,0.03680
1986,0.03468
1987,0.05423
1989,0.04800
1990,0.03841
1991,0.04135
1993,0.03158
1994,0.03540
1995,0.04058
1996,0.03858
1999,0.03938
2001,0.04156
2002,0.03416
2005,0.03216
2006,0.03479
2008,0.03454
2009,0.03029
2011,0.02927
2012,0.04171
2013,0.03851
2015,0.03921
2017,0.03170
2019,0.02996
2020,0.03571
2022,0.03336
2023,0.03333
2024,0.02984
2026,0.03109
2027,0.04422
2028,0.03696
2029,0.03857
2030,0.04007
2032,0.03952
2033,0.04897
2035,0.03627
2036,0.03189
2037,0.04184
2038,0.04485
2039,0.03326
2040,0.04624
2041,0.03758
2042,0.04299
2043,0.04408
2044,0.04031
2046,0.04155
2047,0.03568
2048,0.04163
2049,0.04110
2050,0.03667
2054,0.04053
2061,0.03969
2063,0.04228
2064,0.03696
2065,0.04034
2067,0.04288
2068,0.02825
2069,0.03447
2070,0.03696
2072,0.03782
2073,0.03971
2075,0.03862
2076,0.03435
2077,0.03838
2078,0.03589
2079,0.02820
2081,0.04218
2082,0.05205
2085,0.03103
2086,0.04145
2087,0.03315
2088,0.05637
2089,0.03940
2091,0.03668
2092,0.04577
2093,0.04106
2094,0.03692
2095,0.03829
2096,0.04490
2097,0.03727
